1	0.852909	0.00401118	0.522044	-0.197568
1	-0.00216622	0	0.999998	-0.0993148
1	-0.00216622	0	0.999998	-0.0993148
1	-0.00216622	0	0.999998	-0.0993148
1	-0.00216622	0	0.999998	-0.0993148
1	-0.00216622	0	0.999998	-0.0993148
2	0.723628	-0.00209731	0.690187	-0.19197
2	0.00216486	0	-0.999998	0.0991901
2	0.00216486	0	-0.999998	0.0991901
2	0.00216486	0	-0.999998	0.0991901
2	0.00216486	0	-0.999998	0.0991901
2	0.00216486	0	-0.999998	0.0991901
3	0.603755	-0.00533794	0.797152	-0.182104
3	-0.00216378	0	0.999998	-0.0990907
3	-0.00216378	0	0.999998	-0.0990907
3	-0.00216378	0	0.999998	-0.0990907
3	-0.00216378	0	0.999998	-0.0990907
3	-0.00216378	0	0.999998	-0.0990907
4	0.97022	-0.0436108	0.238266	-0.472882
4	0.00216965	0	-0.999998	0.0996308
4	0.00216965	0	-0.999998	0.0996308
4	0.00216965	0	-0.999998	0.0996308
4	0.00216965	0	-0.999998	0.0996308
4	0.00216965	0	-0.999998	0.0996308
5	0.918417	-0.0407791	0.393506	-0.49817
5	-0.00216965	0	0.999998	-0.0996308
5	-0.00216965	0	0.999998	-0.0996308
5	-0.00216965	0	0.999998	-0.0996308
5	-0.00216965	0	0.999998	-0.0996308
5	-0.00216965	0	0.999998	-0.0996308
6	0.831977	-0.0372157	0.55356	-0.501055
6	0.00216965	0	-0.999998	0.0996308
6	0.00216965	0	-0.999998	0.0996308
6	0.00216965	0	-0.999998	0.0996308
6	0.00216965	0	-0.999998	0.0996308
6	0.00216965	0	-0.999998	0.0996308
7	0.7426	-0.039155	0.66859	-0.487449
7	0.00216965	0	-0.999998	0.0996308
7	0.00216965	0	-0.999998	0.0996308
7	0.00216965	0	-0.999998	0.0996308
7	0.00216965	0	-0.999998	0.0996308
7	0.00216965	0	-0.999998	0.0996308
8	0.647899	-0.037935	0.760781	-0.463688
8	0.00216965	0	-0.999998	0.0996308
8	0.00216965	0	-0.999998	0.0996308
8	0.00216965	0	-0.999998	0.0996308
8	0.00216965	0	-0.999998	0.0996308
8	0.00216965	0	-0.999998	0.0996308
