1	0.0166622	-0.999725	0.0164766	-0.256651
1	-0.00332238	-0.999982	-0.00496827	0.253538
1	0.956663	-0.0606007	0.284822	-1.62152
2	0.0168258	-0.999755	0.0143668	-0.256608
2	0.00578924	-0.999895	0.013296	0.251405
3	0.00787155	-0.999969	0.000371253	-0.253694
3	-0.0113361	-0.999916	0.00627698	0.255885
4	0.0172616	-0.999787	0.0112939	-0.256449
4	-0.00865849	-0.999958	0.00316113	0.254893
4	0.968036	0.0721912	0.240196	-1.50641
5	0.0268672	-0.999581	0.0107967	-0.259441
5	-0.00346748	-0.999988	-0.00332479	0.254434
5	0.960015	-0.0402576	0.27704	-1.43145
6	0.0162597	-0.999846	0.00657113	-0.256162
6	-0.0174598	-0.999845	-0.00228477	0.257283
6	0.951034	0.00187643	0.30908	-1.38751
7	0.00732255	-0.999931	0.00920839	-0.252971
7	0.00240901	-0.999996	0.00142921	0.25134
7	0.975225	0.00303322	0.221194	-1.35144
8	0.00963049	-0.999885	0.0117496	-0.253702
8	-0.00175893	-0.999944	0.0104787	0.253253
8	0.985512	-0.0189544	0.168541	-1.32562
9	0.0154451	-0.999838	0.00929575	-0.255902
9	-0.00481299	-0.999933	0.0104886	0.2539
9	0.988375	-0.0139484	0.151394	-1.27678
10	0.000518962	-0.999976	0.00697863	-0.250962
10	-0.0379972	-0.999179	0.0140499	0.262898
10	0.990461	0.0109508	0.137355	-1.22998
11	0.00641389	-0.999921	0.0108544	-0.25298
11	-0.0410298	-0.999113	0.00948645	0.264355
11	0.99202	0.00688726	0.125895	-1.18333
12	0.0157126	-0.9998	0.0123856	-0.255765
12	-0.122829	-0.992426	-0.00177499	0.283775
12	0.984967	0.0191802	0.171677	-1.12359
13	0.00844583	-0.999929	0.00834978	-0.253541
13	-0.0765888	-0.997062	0.00103395	0.272218
13	0.994577	0.00231366	0.103982	-1.08099
14	0.0186957	-0.999825	-0.000285953	-0.256148
14	0.00539118	-0.999974	0.00483587	0.251149
14	0.989965	0.0032039	0.141274	-1.02787
15	0.0205006	-0.999788	0.00165787	-0.256752
15	-0.0708966	-0.997396	0.0132451	0.270152
