1	632	361	-1
1	617	361	284
1	602	361	-1
1	587	361	280
1	572	361	280
1	557	361	-1
1	542	361	280
1	527	282	280
1	512	282	281
1	497	281	280
1	482	281	281
1	467	285	280
1	452	283	279
1	437	286	279
1	422	285	280
1	407	286	284
1	392	278	284
1	377	278	284
1	362	278	284
1	347	278	284
1	332	278	284
1	317	278	284
1	302	278	284
1	287	278	284
1	272	278	284
1	257	278	284
1	242	278	284
1	227	278	284
1	212	278	284
1	197	278	284
1	182	278	284
1	167	278	284
1	152	278	284
1	137	278	284
1	122	278	284
1	107	278	284
1	92	278	284
1	77	278	284
1	62	278	284
1	47	278	284
1	32	278	284
1	17	278	284
1	2	278	284
1	-12	278	284
1	-27	278	284
1	-42	278	284
1	-57	278	284
1	-72	278	284
1	-87	278	284
1	-102	278	284
1	-117	278	284
1	-132	278	284
1	-147	278	284
1	-162	278	284
1	-177	278	284
1	-192	278	284
1	-207	278	284
1	-222	278	284
1	-237	278	284
1	-252	278	284
1	-267	278	284
1	-282	278	284
1	-297	278	284
1	-312	278	284
1	-327	278	284
1	-342	278	284
1	-357	278	284
1	-372	278	284
1	-387	278	284
1	-402	278	284
1	-417	282	276
1	-432	284	277
1	-447	283	282
1	-462	283	281
1	-477	284	279
1	-492	283	282
1	-507	284	280
1	-522	283	276
1	-537	361	278
1	-552	281	279
1	-567	281	-1
2	632	361	-1
2	617	361	-1
2	602	361	-1
2	587	361	-1
2	572	361	-1
2	557	361	-1
2	542	361	-1
2	527	361	-1
2	512	361	-1
2	497	226	224
2	482	361	222
2	467	223	226
2	452	225	224
2	437	226	224
2	422	227	225
2	407	225	226
2	392	229	220
2	377	222	227
2	362	222	227
2	347	222	227
2	332	222	227
2	317	222	227
2	302	222	227
2	287	222	227
2	272	222	227
2	257	222	227
2	242	222	227
2	227	222	227
2	212	222	227
2	197	222	227
2	182	222	227
2	167	222	227
2	152	222	227
2	137	222	227
2	122	222	227
2	107	222	227
2	92	222	227
2	77	222	227
2	62	222	227
2	47	222	227
2	32	222	227
2	17	222	227
2	2	222	227
2	-12	222	227
2	-27	222	227
2	-42	222	227
2	-57	222	227
2	-72	222	227
2	-87	222	227
2	-102	222	227
2	-117	222	227
2	-132	222	227
2	-147	222	227
2	-162	222	227
2	-177	222	227
2	-192	222	227
2	-207	222	227
2	-222	222	227
2	-237	222	227
2	-252	222	227
2	-267	222	227
2	-282	222	227
2	-297	222	227
2	-312	222	227
2	-327	222	227
2	-342	222	227
2	-357	222	227
2	-372	222	227
2	-387	229	221
2	-402	227	221
2	-417	222	222
2	-432	227	225
2	-447	226	225
2	-462	225	224
2	-477	361	-1
2	-492	361	-1
2	-507	361	225
2	-522	361	-1
2	-537	361	-1
2	-552	361	-1
2	-567	361	-1
3	632	361	-1
3	617	361	-1
3	602	361	-1
3	587	361	-1
3	572	361	-1
3	557	361	-1
3	542	361	-1
3	527	361	-1
3	512	361	-1
3	497	361	-1
3	482	361	-1
3	467	361	-1
3	452	361	-1
3	437	169	-1
3	422	361	169
3	407	170	168
3	392	169	167
3	377	172	168
3	362	172	170
3	347	167	170
3	332	167	170
3	317	167	170
3	302	167	170
3	287	167	170
3	272	167	170
3	257	167	170
3	242	167	170
3	227	167	170
3	212	167	170
3	197	167	170
3	182	167	170
3	167	167	170
3	152	167	170
3	137	167	170
3	122	167	170
3	107	167	170
3	92	167	170
3	77	167	170
3	62	167	170
3	47	167	170
