1	632	361	-1	0.169918	0.290615	0.1	-61.3403	-104.912	-0.1
1	617	361	-1	0.169918	0.283717	0.1	-61.3403	-102.422	-0.1
1	602	361	-1	0.169918	0.27682	0.1	-61.3403	-99.932	-0.1
1	587	361	-1	0.169918	0.269922	0.1	-61.3403	-97.442	-0.1
1	572	361	-1	0.169918	0.263025	0.1	-61.3403	-94.952	-0.1
1	557	361	-1	0.169918	0.256127	0.1	-61.3403	-92.462	-0.1
1	542	361	-1	0.169918	0.24923	0.1	-61.3403	-89.972	-0.1
1	527	361	-1	0.169918	0.242332	0.1	-61.3403	-87.482	-0.1
1	512	361	-1	0.169918	0.235435	0.1	-61.3403	-84.992	-0.1
1	497	361	-1	0.169918	0.228537	0.1	-61.3403	-82.502	-0.1
1	482	361	-1	0.169918	0.22164	0.1	-61.3403	-80.012	-0.1
1	467	303	302	0.202443	0.255848	0.1	0.203114	0.256695	-0.1
1	452	303	295	0.202443	0.24763	0.1	0.207933	0.254346	-0.1
1	437	294	285	0.208641	0.246741	0.1	0.215229	0.254533	-0.1
1	422	285	275	0.215229	0.245796	0.1	0.223056	0.254735	-0.1
1	407	268	272	0.228882	0.252097	0.1	0.225516	0.24839	-0.1
1	392	264	262	0.23235	0.246485	0.1	0.234123	0.248366	-0.1
1	377	247	245	0.248341	0.253368	0.1	0.250369	0.255437	-0.1
1	362	243	236	0.252429	0.247292	0.1	0.259917	0.254627	-0.1
1	347	234	226	0.262138	0.246162	0.1	0.271417	0.254876	-0.1
1	332	225	216	0.272624	0.244942	0.1	0.283983	0.255148	-0.1
1	317	209	210	0.293494	0.25178	0.1	0.292097	0.250581	-0.1
1	302	199	200	0.308243	0.25192	0.1	0.306702	0.25066	-0.1
1	287	194	187	0.316187	0.245577	0.1	0.328023	0.25477	-0.1
1	272	179	177	0.342683	0.252246	0.1	0.346555	0.255096	-0.1
1	257	167	172	0.367307	0.255461	0.1	0.35663	0.248035	-0.1
1	242	164	162	0.374026	0.244951	0.1	0.378644	0.247975	-0.1
1	227	149	151	0.41168	0.252899	0.1	0.406227	0.24955	-0.1
1	212	139	140	0.441297	0.25318	0.1	0.438145	0.251371	-0.1
1	197	132	131	0.464699	0.247742	0.1	0.468247	0.249634	-0.1
1	182	120	121	0.511169	0.251767	0.1	0.506945	0.249686	-0.1
1	167	113	112	0.542835	0.245327	0.1	0.547681	0.247518	-0.1
1	152	101	102	0.60733	0.249822	0.1	0.601376	0.247373	-0.1
1	137	90	91	0.681559	0.252689	0.1	0.674069	0.249912	-0.1
1	122	83	82	0.73904	0.244	0.1	0.748053	0.246976	-0.1
1	107	74	72	0.828923	0.240027	0.1	0.851949	0.246694	-0.1
1	92	64	61	0.958443	0.238625	0.1	1.00558	0.250361	-0.1
1	77	55	54	1.11528	0.2324	0.1	1.13593	0.236704	-0.1
1	62	361	-1	0.169918	0.0285097	0.1	-61.3403	-10.292	-0.1
1	47	361	-1	0.169918	0.0216122	0.1	-61.3403	-7.802	-0.1
1	32	37	-1	1.65785	0.143568	0.1	-61.3403	-5.312	-0.1
1	17	36	35	1.7039	0.0783889	0.1	1.75258	0.0806286	-0.1
1	2	37	35	1.65785	0.00897297	0.1	1.75258	0.00948571	-0.1
1	-12	37	35	1.65785	-0.0538378	0.1	1.75258	-0.0569143	-0.1
1	-27	37	-1	1.65785	-0.121135	0.1	-61.3403	4.482	-0.1
1	-42	38	37	1.61422	-0.183474	0.1	1.65785	-0.188432	-0.1
1	-57	39	36	1.57283	-0.242615	0.1	1.7039	-0.262833	-0.1
1	-72	46	48	1.33349	-0.259826	0.1	1.27792	-0.249	-0.1
1	-87	57	56	1.07615	-0.253368	0.1	1.09536	-0.257893	-0.1
1	-102	67	66	0.915527	-0.252716	0.1	0.929399	-0.256545	-0.1
1	-117	77	76	0.796628	-0.252234	0.1	0.807109	-0.255553	-0.1
1	-132	89	85	0.689217	-0.246202	0.1	0.721651	-0.257788	-0.1
1	-147	97	99	0.632374	-0.251567	0.1	0.619599	-0.246485	-0.1
1	-162	107	108	0.573274	-0.251327	0.1	0.567966	-0.249	-0.1
1	-177	118	118	0.519833	-0.249	0.1	0.519833	-0.249	-0.1
1	-192	128	123	0.479221	-0.249	0.1	0.498702	-0.259122	-0.1
1	-207	137	136	0.44774	-0.250818	0.1	0.451032	-0.252662	-0.1
1	-222	148	148	0.414462	-0.249	0.1	0.414462	-0.249	-0.1
1	-237	160	154	0.383377	-0.245888	0.1	0.398314	-0.255468	-0.1
1	-252	166	169	0.36952	-0.252	0.1	0.36296	-0.247527	-0.1
1	-267	176	179	0.348525	-0.25183	0.1	0.342683	-0.247609	-0.1
1	-282	185	189	0.331569	-0.253038	0.1	0.324552	-0.247683	-0.1
1	-297	194	199	0.316187	-0.254134	0.1	0.308243	-0.247749	-0.1
1	-312	213	203	0.287983	-0.243155	0.1	0.302169	-0.255133	-0.1
1	-327	215	219	0.285304	-0.252474	0.1	0.280093	-0.247863	-0.1
1	-342	230	230	0.266697	-0.246835	0.1	0.266697	-0.246835	-0.1
1	-357	234	241	0.262138	-0.253256	0.1	0.254524	-0.2459	-0.1
1	-372	250	249	0.245361	-0.247008	0.1	0.246347	-0.248	-0.1
1	-387	254	258	0.241497	-0.252921	0.1	0.237753	-0.249	-0.1
1	-402	271	261	0.226348	-0.246244	0.1	0.23502	-0.255678	-0.1
1	-417	282	279	0.217519	-0.245468	0.1	0.219858	-0.248108	-0.1
1	-432	291	281	0.210791	-0.246433	0.1	0.218293	-0.255203	-0.1
1	-447	301	291	0.203788	-0.246518	0.1	0.210791	-0.25499	-0.1
1	-462	310	310	0.197872	-0.247394	0.1	0.197872	-0.247394	-0.1
1	-477	320	320	0.191689	-0.247444	0.1	0.191689	-0.247444	-0.1
1	-492	331	327	0.185318	-0.246743	0.1	0.187585	-0.249761	-0.1
1	-507	341	339	0.179884	-0.246809	0.1	0.180945	-0.248265	-0.1
1	-522	341	341	0.179884	-0.254111	0.1	0.179884	-0.254111	-0.1
1	-537	361	348	0.169918	-0.246931	0.1	0.176265	-0.256155	-0.1
1	-552	361	-1	0.169918	-0.253828	0.1	-61.3403	91.632	-0.1
1	-567	361	-1	0.169918	-0.260726	0.1	-61.3403	94.122	-0.1
2	632	361	-1	0.169918	0.290615	0.1	-61.3403	-104.912	-0.1
2	617	361	-1	0.169918	0.283717	0.1	-61.3403	-102.422	-0.1
2	602	361	-1	0.169918	0.27682	0.1	-61.3403	-99.932	-0.1
2	587	361	-1	0.169918	0.269922	0.1	-61.3403	-97.442	-0.1
2	572	361	-1	0.169918	0.263025	0.1	-61.3403	-94.952	-0.1
2	557	361	-1	0.169918	0.256127	0.1	-61.3403	-92.462	-0.1
2	542	361	-1	0.169918	0.24923	0.1	-61.3403	-89.972	-0.1
2	527	352	-1	0.174262	0.248528	0.1	-61.3403	-87.482	-0.1
2	512	336	334	0.18256	0.252952	0.1	0.183654	0.254467	-0.1
2	497	334	328	0.183654	0.247012	0.1	0.187013	0.25153	-0.1
2	482	317	323	0.193503	0.252404	0.1	0.189908	0.247715	-0.1
2	467	314	305	0.195351	0.246885	0.1	0.201116	0.25417	-0.1
2	452	303	295	0.202443	0.24763	0.1	0.207933	0.254346	-0.1
2	437	294	285	0.208641	0.246741	0.1	0.215229	0.254533	-0.1
2	422	285	275	0.215229	0.245796	0.1	0.223056	0.254735	-0.1
2	407	268	272	0.228882	0.252097	0.1	0.225516	0.24839	-0.1
2	392	264	262	0.23235	0.246485	0.1	0.234123	0.248366	-0.1
2	377	247	245	0.248341	0.253368	0.1	0.250369	0.255437	-0.1
2	362	243	236	0.252429	0.247292	0.1	0.259917	0.254627	-0.1
