1	-nan	-nan	-nan	nan
1	-nan	-nan	-nan	nan
1	-nan	-nan	-nan	nan
1	-nan	-nan	-nan	nan
1	-nan	-nan	-nan	nan
1	-nan	-nan	-nan	nan
2	0.660671	0.433787	-0.612653	-0.119902
2	0.841463	0.53851	-0.0441152	-0.173875
2	0.735318	0.639632	-0.224007	-0.107579
2	-0.608434	-0.435305	0.663564	0.159037
2	-0.00216965	0	0.999998	-0.0996308
2	-0.00216965	0	0.999998	-0.0996308
3	0.729658	0.492512	-0.474375	-0.115551
3	0.617841	0.38542	-0.685364	-0.226553
3	0	0	1	0.1
3	0	0	1	0.1
3	0	0	1	0.1
3	0	0	1	0.1
4	0.682324	0.641034	-0.351438	-0.249864
4	-0.144443	-0.895005	0.422022	-0.192577
4	-0.491553	-0.754314	-0.435185	0.0567093
4	0.00216965	0	-0.999998	0.0996308
4	0.00216965	0	-0.999998	0.0996308
4	0.00216965	0	-0.999998	0.0996308
5	0.710269	0.667572	-0.223303	-0.273809
5	0.827268	0.559019	-0.0559018	-0.167526
5	0.490777	0.521295	0.698133	-0.0316456
5	0.8042	0.594106	0.0173509	-0.265449
5	-0.00216965	0	0.999998	-0.0996308
5	-0.00216965	0	0.999998	-0.0996308
6	0.726443	0.68339	0.0725131	-0.310494
6	-0.694653	-0.707189	0.131685	0.194592
6	-0.257966	-0.885302	-0.386904	-0.0782767
6	-nan	-nan	-nan	nan
6	-nan	-nan	-nan	nan
6	-nan	-nan	-nan	nan
7	0.70543	0.663963	0.248037	-0.317377
7	-0.00216965	0	0.999998	-0.0996308
7	-0.00216965	0	0.999998	-0.0996308
7	-0.00216965	0	0.999998	-0.0996308
7	-0.00216965	0	0.999998	-0.0996308
7	-0.00216965	0	0.999998	-0.0996308
8	0.670346	0.631289	0.390014	-0.320144
8	-0.700574	-0.713558	-0.005518	0.213235
8	-0.536168	-0.771623	-0.34223	-0.0528717
8	-0.65865	-0.733779	-0.166577	0.284245
8	-0.584271	-0.680198	-0.442672	0.0560829
8	-0.577296	-0.427018	-0.695978	0.189536
9	0.623172	0.587165	0.516617	-0.311869
9	0.727784	0.538033	0.425266	-0.246867
9	0.00216965	0	-0.999998	0.0996308
9	0.00216965	0	-0.999998	0.0996308
9	0.00216965	0	-0.999998	0.0996308
9	0.00216965	0	-0.999998	0.0996308
10	0.65897	0.620647	0.424918	-0.317582
10	0.508338	0.540195	0.670657	-0.0592077
10	0.616496	0.537861	0.575012	-0.182156
10	-nan	-nan	-nan	nan
10	-nan	-nan	-nan	nan
10	-nan	-nan	-nan	nan
11	0.611148	0.57591	0.542979	-0.309504
11	0.716842	0.529999	0.453033	-0.246581
11	0.00216965	0	-0.999998	0.0996308
11	0.00216965	0	-0.999998	0.0996308
11	0.00216965	0	-0.999998	0.0996308
11	0.00216965	0	-0.999998	0.0996308
12	0.562288	0.530106	0.634681	-0.294955
12	-0.00216965	0	0.999998	-0.0996308
12	-0.00216965	0	0.999998	-0.0996308
12	-0.00216965	0	0.999998	-0.0996308
12	-0.00216965	0	0.999998	-0.0996308
12	-0.00216965	0	0.999998	-0.0996308
13	-nan	-nan	-nan	nan
13	-nan	-nan	-nan	nan
13	-nan	-nan	-nan	nan
13	-nan	-nan	-nan	nan
13	-nan	-nan	-nan	nan
13	-nan	-nan	-nan	nan
14	-nan	-nan	-nan	nan
14	-nan	-nan	-nan	nan
14	-nan	-nan	-nan	nan
14	-nan	-nan	-nan	nan
14	-nan	-nan	-nan	nan
14	-nan	-nan	-nan	nan
15	-nan	-nan	-nan	nan
15	-nan	-nan	-nan	nan
15	-nan	-nan	-nan	nan
15	-nan	-nan	-nan	nan
15	-nan	-nan	-nan	nan
15	-nan	-nan	-nan	nan
16	-nan	-nan	-nan	nan
16	-nan	-nan	-nan	nan
16	-nan	-nan	-nan	nan
16	-nan	-nan	-nan	nan
16	-nan	-nan	-nan	nan
16	-nan	-nan	-nan	nan
